time_years,nuclei_count,fraction_remaining,activity,ln_atoms
0.0,50000,1.0,6580.0,10.819778284410283
0.1,49342,0.98684,6494.999999999971,10.806530924324653
0.2,48701,0.97402,6315.0,10.793454842740767
0.3,48079,0.96158,5959.999999999971,10.78060077032391
0.4,47509,0.95018,5845.000000000029,10.768674445759071
0.5,46910,0.9382,6124.999999999971,10.755986151322503
0.6000000000000001,46284,0.92568,5935.000000000029,10.742551607996228
0.7000000000000001,45723,0.91446,5845.0,10.73035673255396
0.8,45115,0.9023,5815.0,10.716970064428601
0.9,44560,0.8912,5620.0,10.704591874601165
1.0,43991,0.87982,5694.999999999971,10.691740346523579
1.1,43421,0.86842,5805.0,10.678698474028431
1.2000000000000002,42830,0.8566,5879.999999999971,10.664994070609417
1.3,42245,0.8449,5600.0,10.651241282586945
1.4,41710,0.8342,5350.000000000029,10.638496187190992
1.5,41175,0.8235,5330.0,10.62558655504584
1.6,40644,0.81288,5230.0,10.612606502605772
1.7000000000000002,40129,0.80258,5064.999999999971,10.599854543937271
1.8,39631,0.79262,5095.000000000029,10.587366919275157
1.9,39110,0.7822,4980.000000000029,10.57413346774956
2.0,38635,0.7727,4925.0,10.561913880367685
2.1,38125,0.7625,5095.0,10.548625513909712
2.2,37616,0.75232,4815.0,10.535184770779852
2.3000000000000003,37162,0.74324,4695.0,10.5230420127927
2.4000000000000004,36677,0.73354,4735.000000000058,10.509905134584978
2.5,36215,0.7243,4610.0,10.497228676629426
2.6,35755,0.7151,4604.999999999971,10.484445398482496
2.7,35294,0.70588,4385.0,10.471468256803178
2.8000000000000003,34878,0.69756,4270.0,10.459611536929405
2.9000000000000004,34440,0.6888,4495.000000000058,10.446973958541667
3.0,33979,0.67958,4624.999999999971,10.433497965716953
3.1,33515,0.6703,4425.0,10.419748378792058
3.2,33094,0.66188,4370.0,10.40710727605179
3.3000000000000003,32641,0.65282,4425.0,10.393324445863634
3.4000000000000004,32209,0.64418,4185.000000000029,10.380001195584374
3.5,31804,0.63608,4034.999999999942,10.367347347021374
3.6,31402,0.62804,4155.0,10.354626864135467
3.7,30973,0.61946,4140.000000000029,10.340871136212566
3.8,30574,0.61148,4069.999999999971,10.32790525356098
3.9,30159,0.60318,3910.0,10.31423866507353
4.0,29792,0.59584,3720.0,10.301995180076794
4.1000000000000005,29415,0.5883,3960.0,10.289260027298557
4.2,29000,0.58,3935.000000000029,10.275051108968611
4.3,28628,0.57256,3645.0,10.262140538858489
4.4,28271,0.56542,3690.0,10.249591823249144
4.5,27890,0.5578,3735.0,10.236023480621535
4.6000000000000005,27524,0.55048,3720.0,10.22281363032237
4.7,27146,0.54292,3655.0,10.20898498485791
4.800000000000001,26793,0.53586,3610.0,10.195895938351995
4.9,26424,0.52848,3580.0,10.182027967070626
5.0,26077,0.52154,3349.999999999971,10.168808978749206
5.1000000000000005,25754,0.51508,3109.9999999999854,10.15634523383373
5.2,25455,0.5091,3260.0,10.144667466336436
5.300000000000001,25102,0.50204,3325.0,10.130702803220391
5.4,24790,0.4958,3210.0000000000146,10.118195625029236
5.5,24460,0.4892,3140.0,10.104794409241164
5.6000000000000005,24162,0.48324,3230.0,10.092536430079509
5.7,23814,0.47628,3345.0,10.07802892201112
5.800000000000001,23493,0.46986,3234.9999999999854,10.064457783419048
5.9,23167,0.46334,3230.0000000000146,10.05048413127047
6.0,22847,0.45694,3235.0000000000146,10.036575096674483
6.1000000000000005,22520,0.4504,3129.9999999999854,10.022159082253626
6.2,22221,0.44442,2890.0,10.008793066681399
6.300000000000001,21942,0.43884,2769.9999999999854,9.996157887377436
6.4,21667,0.43334,2805.0000000000146,9.983545644706707
6.5,21381,0.42762,2855.0000000000146,9.97025795616998
6.6000000000000005,21096,0.42192,2785.0,9.956838728033123
6.7,20824,0.41648,2730.0,9.9438614466744
6.800000000000001,20550,0.411,2849.9999999999854,9.930616219924381
6.9,20254,0.40508,2755.0000000000146,9.91610758389223
7.0,19999,0.39998,2490.0,9.903437551286085
7.1000000000000005,19756,0.39512,2540.0,9.891212521660515
7.2,19491,0.38982,2555.0,9.877708099548641
7.300000000000001,19245,0.3849,2460.0,9.865006565717847
7.4,18999,0.37998,2350.0,9.85214162518454
7.5,18775,0.3755,2440.0,9.840281476632336
7.6,18511,0.37022,2530.0,9.826120428959685
7.7,18269,0.36538,2339.9999999999854,9.81296091333657
7.800000000000001,18043,0.36086,2225.0,9.800513076908299
7.9,17824,0.35648,2200.0000000000146,9.788301142727011
8.0,17603,0.35206,2205.0000000000146,9.775824621045972
8.1,17383,0.34766,2359.9999999999854,9.76324799612154
8.200000000000001,17131,0.34262,2204.9999999999854,9.748644966730458
8.3,16942,0.33884,2230.0000000000146,9.737551024991497
8.4,16685,0.3337,2650.0000000000146,9.722265391185474
8.5,16412,0.32824,2450.0,9.705768053562077
8.6,16195,0.3239,2129.9999999999854,9.692457831605429
8.700000000000001,15986,0.31972,2104.9999999999854,9.679468618185965
8.8,15774,0.31548,2060.0000000000146,9.666118293957936
8.9,15574,0.31148,2040.0,9.653358136136932
9.0,15366,0.30732,2060.0,9.63991255542758
9.1,15162,0.30324,2005.0000000000146,9.626547576616248
9.2,14965,0.2993,1914.9999999999854,9.6134694202868
9.3,14779,0.29558,1924.9999999999854,9.600962533214572
9.4,14580,0.2916,1875.0,9.587406005562649
9.5,14404,0.28808,1915.0000000000146,9.575261224768767
9.6,14197,0.28394,2050.0000000000146,9.560785953663574
9.7,13994,0.27988,2004.9999999999854,9.546383945305841
9.8,13796,0.27592,1829.9999999999854,9.532133974056732
9.9,13628,0.27256,1705.0000000000146,9.519881778780857
10.0,13455,0.2691,1605.0000000000146,9.507106063161006
10.1,13307,0.26614,1640.0,9.496045491543743
10.2,13127,0.26254,1655.0,9.482426456803408
