time_years,nuclei_count,fraction_remaining,activity,ln_atoms
22.200000000000003,47,0.047,14.999999999999545,3.8501476017100584
22.3,47,0.047,-0.0,3.8501476017100584
22.4,47,0.047,-2.842170943040401e-14,3.8501476017100584
22.5,47,0.047,4.999999999999915,3.8501476017100584
22.6,46,0.046,4.999999999999915,3.828641396489095
22.700000000000003,46,0.046,-0.0,3.828641396489095
22.8,46,0.046,-0.0,3.828641396489095
22.9,46,0.046,4.9999999999998295,3.828641396489095
23.0,45,0.045,4.999999999999915,3.8066624897703196
23.1,45,0.045,4.999999999999943,3.8066624897703196
23.200000000000003,44,0.044,15.000000000000227,3.784189633918261
23.3,42,0.042,15.000000000000313,3.7376696182833684
23.4,41,0.041,5.000000000000199,3.713572066704308
23.5,41,0.041,-0.0,3.713572066704308
23.6,41,0.041,4.999999999999943,3.713572066704308
23.700000000000003,40,0.04,4.9999999999998295,3.6888794541139363
23.8,40,0.04,5.000000000000114,3.6888794541139363
23.9,39,0.039,10.000000000000028,3.6635616461296463
24.0,38,0.038,4.999999999999915,3.6375861597263857
24.1,38,0.038,4.999999999999915,3.6375861597263857
24.200000000000003,37,0.037,4.999999999999858,3.6109179126442243
24.3,37,0.037,-0.0,3.6109179126442243
24.4,37,0.037,4.999999999999801,3.6109179126442243
24.5,36,0.036,9.999999999999886,3.58351893845611
24.6,35,0.035,9.999999999999858,3.5553480614894135
24.700000000000003,34,0.034,4.9999999999998295,3.5263605246161616
24.8,34,0.034,-0.0,3.5263605246161616
24.9,34,0.034,4.999999999999858,3.5263605246161616
25.0,33,0.033,4.999999999999915,3.4965075614664802
25.1,33,0.033,-0.0,3.4965075614664802
25.200000000000003,33,0.033,-0.0,3.4965075614664802
25.3,33,0.033,10.000000000000227,3.4965075614664802
25.4,31,0.031,15.000000000000227,3.4339872044851463
25.5,30,0.03,4.999999999999915,3.4011973816621555
25.6,30,0.03,-0.0,3.4011973816621555
25.700000000000003,30,0.03,-0.0,3.4011973816621555
25.8,30,0.03,-0.0,3.4011973816621555
25.9,30,0.03,-0.0,3.4011973816621555
26.0,30,0.03,-0.0,3.4011973816621555
26.1,30,0.03,-0.0,3.4011973816621555
26.200000000000003,30,0.03,5.000000000000199,3.4011973816621555
26.3,29,0.029,5.000000000000085,3.367295829986474
26.4,29,0.029,4.9999999999998295,3.367295829986474
26.5,28,0.028,4.999999999999943,3.332204510175204
26.6,28,0.028,-0.0,3.332204510175204
26.700000000000003,28,0.028,-0.0,3.332204510175204
26.8,28,0.028,5.000000000000114,3.332204510175204
26.9,27,0.027,5.0000000000001705,3.295836866004329
27.0,27,0.027,9.999999999999844,3.295836866004329
27.1,25,0.025,9.999999999999844,3.2188758248682006
27.200000000000003,25,0.025,-0.0,3.2188758248682006
27.3,25,0.025,5.000000000000114,3.2188758248682006
27.4,24,0.024,10.000000000000043,3.1780538303479458
27.5,23,0.023,4.999999999999929,3.1354942159291497
27.6,23,0.023,-0.0,3.1354942159291497
27.700000000000003,23,0.023,-0.0,3.1354942159291497
27.8,23,0.023,-0.0,3.1354942159291497
27.9,23,0.023,4.999999999999844,3.1354942159291497
28.0,22,0.022,4.999999999999929,3.091042453358316
28.1,22,0.022,-0.0,3.091042453358316
28.200000000000003,22,0.022,5.000000000000185,3.091042453358316
28.3,21,0.021,5.0000000000000995,3.044522437723423
28.4,21,0.021,4.999999999999844,3.044522437723423
28.5,20,0.02,4.999999999999929,2.995732273553991
28.6,20,0.02,4.999999999999929,2.995732273553991
28.700000000000003,19,0.019,4.999999999999844,2.9444389791664403
28.8,19,0.019,-0.0,2.9444389791664403
28.9,19,0.019,-0.0,2.9444389791664403
29.0,19,0.019,-0.0,2.9444389791664403
29.1,19,0.019,-0.0,2.9444389791664403
29.200000000000003,19,0.019,-0.0,2.9444389791664403
29.3,19,0.019,5.0000000000000995,2.9444389791664403
29.4,18,0.018,5.000000000000185,2.8903717578961645
29.5,18,0.018,-0.0,2.8903717578961645
29.6,18,0.018,4.999999999999929,2.8903717578961645
29.700000000000003,17,0.017,10.000000000000043,2.833213344056216
29.8,16,0.016,5.000000000000114,2.772588722239781
29.9,16,0.016,-0.0,2.772588722239781
30.0,16,0.016,4.999999999999929,2.772588722239781
30.1,15,0.015,4.999999999999929,2.70805020110221
30.200000000000003,15,0.015,-0.0,2.70805020110221
30.3,15,0.015,-0.0,2.70805020110221
30.4,15,0.015,-0.0,2.70805020110221
30.5,15,0.015,-0.0,2.70805020110221
30.6,15,0.015,4.999999999999929,2.70805020110221
30.700000000000003,14,0.014,4.999999999999844,2.6390573296152584
30.8,14,0.014,-0.0,2.6390573296152584
30.9,14,0.014,-0.0,2.6390573296152584
31.0,14,0.014,-0.0,2.6390573296152584
31.1,14,0.014,-0.0,2.6390573296152584
31.200000000000003,14,0.014,5.000000000000185,2.6390573296152584
31.3,13,0.013,5.0000000000000995,2.5649493574615367
31.4,13,0.013,-0.0,2.5649493574615367
31.5,13,0.013,-0.0,2.5649493574615367
31.6,13,0.013,-0.0,2.5649493574615367
31.700000000000003,13,0.013,-0.0,2.5649493574615367
31.8,13,0.013,-0.0,2.5649493574615367
31.9,13,0.013,-0.0,2.5649493574615367
32.0,13,0.013,-0.0,2.5649493574615367
32.1,13,0.013,-0.0,2.5649493574615367
32.2,13,0.013,-0.0,2.5649493574615367
32.300000000000004,13,0.013,-0.0,2.5649493574615367
32.4,13,0.013,-0.0,2.5649493574615367
32.5,13,0.013,-0.0,2.5649493574615367
32.6,13,0.013,4.999999999999929,2.5649493574615367
32.7,12,0.012,4.999999999999929,2.4849066497880004
32.800000000000004,12,0.012,5.000000000000462,2.4849066497880004
32.9,11,0.011,5.000000000000462,2.3978952727983707
33.0,11,0.011,4.999999999999929,2.3978952727983707
33.1,10,0.01,4.999999999999929,2.302585092994046
33.2,10,0.01,4.999999999999929,2.302585092994046
33.300000000000004,9,0.009,15.000000000000675,2.1972245773362196
33.4,7,0.007,10.000000000000924,1.9459101490553132
33.5,7,0.007,-0.0,1.9459101490553132
33.6,7,0.007,-0.0,1.9459101490553132
33.7,7,0.007,-0.0,1.9459101490553132
33.800000000000004,7,0.007,-0.0,1.9459101490553132
33.9,7,0.007,-0.0,1.9459101490553132
34.0,7,0.007,-0.0,1.9459101490553132
34.1,7,0.007,-0.0,1.9459101490553132
34.2,7,0.007,-0.0,1.9459101490553132
34.300000000000004,7,0.007,-0.0,1.9459101490553132
34.4,7,0.007,-0.0,1.9459101490553132
34.5,7,0.007,-0.0,1.9459101490553132
34.6,7,0.007,4.999999999999929,1.9459101490553132
34.7,6,0.006,4.999999999999929,1.791759469228055
34.800000000000004,6,0.006,-0.0,1.791759469228055
34.9,6,0.006,-0.0,1.791759469228055
35.0,6,0.006,-0.0,1.791759469228055
35.1,6,0.006,4.999999999999929,1.791759469228055
35.2,5,0.005,4.999999999999929,1.6094379124341003
35.300000000000004,5,0.005,-0.0,1.6094379124341003
35.4,5,0.005,-0.0,1.6094379124341003
35.5,5,0.005,-0.0,1.6094379124341003
35.6,5,0.005,-0.0,1.6094379124341003
35.7,5,0.005,-0.0,1.6094379124341003
35.800000000000004,5,0.005,-0.0,1.6094379124341003
35.9,5,0.005,-0.0,1.6094379124341003
36.0,5,0.005,-0.0,1.6094379124341003
36.1,5,0.005,-0.0,1.6094379124341003
36.2,5,0.005,-0.0,1.6094379124341003
36.3,5,0.005,-0.0,1.6094379124341003
36.4,5,0.005,-0.0,1.6094379124341003
36.5,5,0.005,-0.0,1.6094379124341003
36.6,5,0.005,-0.0,1.6094379124341003
36.7,5,0.005,-0.0,1.6094379124341003
36.8,5,0.005,-0.0,1.6094379124341003
36.9,5,0.005,-0.0,1.6094379124341003
37.0,5,0.005,-0.0,1.6094379124341003
37.1,5,0.005,-0.0,1.6094379124341003
37.2,5,0.005,-0.0,1.6094379124341003
37.3,5,0.005,-0.0,1.6094379124341003
37.4,5,0.005,-0.0,1.6094379124341003
37.5,5,0.005,-0.0,1.6094379124341003
37.6,5,0.005,4.999999999999929,1.6094379124341003
37.7,4,0.004,4.999999999999751,1.3862943611198906
37.8,4,0.004,-0.0,1.3862943611198906
37.9,4,0.004,-0.0,1.3862943611198906
38.0,4,0.004,-0.0,1.3862943611198906
38.1,4,0.004,-0.0,1.3862943611198906
38.2,4,0.004,-0.0,1.3862943611198906
38.3,4,0.004,-0.0,1.3862943611198906
38.400000000000006,4,0.004,-0.0,1.3862943611198906
38.5,4,0.004,-0.0,1.3862943611198906
38.6,4,0.004,-0.0,1.3862943611198906
38.7,4,0.004,-0.0,1.3862943611198906
38.8,4,0.004,-0.0,1.3862943611198906
38.900000000000006,4,0.004,-0.0,1.3862943611198906
39.0,4,0.004,-0.0,1.3862943611198906
39.1,4,0.004,-0.0,1.3862943611198906
39.2,4,0.004,-0.0,1.3862943611198906
39.3,4,0.004,-0.0,1.3862943611198906
39.400000000000006,4,0.004,-0.0,1.3862943611198906
39.5,4,0.004,-0.0,1.3862943611198906
39.6,4,0.004,-0.0,1.3862943611198906
39.7,4,0.004,-0.0,1.3862943611198906
39.8,4,0.004,-0.0,1.3862943611198906
39.900000000000006,4,0.004,-0.0,1.3862943611198906
