time_years,nuclei_count
0.0,100
0.1,100
0.2,99
0.30000000000000004,94
0.4,92
0.5,90
0.6000000000000001,89
0.7000000000000001,89
0.8,88
0.9,87
1.0,84
1.1,84
1.2000000000000002,84
1.3,84
1.4000000000000001,83
1.5,82
1.6,82
1.7000000000000002,80
1.8,79
1.9000000000000001,76
2.0,74
2.1,73
2.2,73
2.3000000000000003,72
2.4000000000000004,71
2.5,69
2.6,69
2.7,69
2.8000000000000003,69
2.9000000000000004,69
3.0,69
3.1,69
3.2,69
3.3000000000000003,69
3.4000000000000004,69
3.5,69
3.6,69
3.7,67
3.8000000000000003,67
3.9000000000000004,67
4.0,67
4.1000000000000005,67
4.2,67
4.3,67
4.4,67
4.5,66
4.6000000000000005,65
4.7,64
4.800000000000001,64
4.9,64
5.0,64
5.1000000000000005,64
5.2,63
5.300000000000001,63
5.4,62
5.5,62
5.6000000000000005,62
5.7,62
5.800000000000001,62
5.9,60
6.0,58
6.1000000000000005,58
6.2,58
6.300000000000001,58
6.4,57
6.5,56
6.6000000000000005,56
6.7,56
6.800000000000001,56
6.9,55
7.0,55
7.1000000000000005,53
7.2,51
7.300000000000001,50
7.4,50
7.5,48
7.6000000000000005,47
7.7,47
7.800000000000001,46
7.9,46
8.0,46
8.1,46
8.200000000000001,46
8.3,45
8.4,45
8.5,45
8.6,45
8.700000000000001,44
8.8,44
8.9,43
9.0,41
9.1,41
9.200000000000001,40
9.3,40
9.4,40
9.5,39
9.600000000000001,37
9.700000000000001,37
9.8,34
9.9,34
10.0,34
10.100000000000001,34
10.200000000000001,33
10.3,33
10.4,32
10.5,31
10.600000000000001,31
10.700000000000001,30
10.8,30
10.9,30
11.0,30
11.100000000000001,29
11.200000000000001,29
11.3,29
11.4,29
11.5,29
11.600000000000001,29
11.700000000000001,28
11.8,28
11.9,28
12.0,28
12.100000000000001,28
12.200000000000001,27
12.3,27
12.4,27
12.5,27
12.600000000000001,27
12.700000000000001,27
12.8,27
12.9,26
13.0,26
13.100000000000001,26
13.200000000000001,26
13.3,26
13.4,26
13.5,26
13.600000000000001,26
13.700000000000001,26
13.8,25
13.9,25
14.0,25
14.100000000000001,23
14.200000000000001,22
14.3,22
14.4,21
14.5,21
14.600000000000001,21
14.700000000000001,21
14.8,21
14.9,21
15.0,21
