time_years,nuclei_count
14.700000000000001,7241
14.8,7152
14.9,7062
15.0,6987
15.100000000000001,6910
15.200000000000001,6812
15.3,6724
15.4,6642
15.5,6556
15.600000000000001,6484
15.700000000000001,6398
15.8,6316
15.9,6214
16.0,6143
16.1,6057
16.2,5968
16.3,5890
16.400000000000002,5806
16.5,5718
16.6,5642
16.7,5575
16.8,5506
16.900000000000002,5428
17.0,5351
17.1,5273
17.2,5207
17.3,5133
17.400000000000002,5064
17.5,4987
17.6,4918
17.7,4855
17.8,4792
17.900000000000002,4731
18.0,4664
18.1,4598
18.2,4545
18.3,4485
18.400000000000002,4430
18.5,4376
18.6,4321
18.7,4267
18.8,4194
18.900000000000002,4129
19.0,4078
19.1,4035
19.200000000000003,3988
19.3,3935
19.400000000000002,3893
19.5,3852
19.6,3810
19.700000000000003,3760
19.8,3714
19.900000000000002,3674
20.0,3639
20.1,3596
20.200000000000003,3547
20.3,3499
20.400000000000002,3462
20.5,3418
20.6,3370
20.700000000000003,3323
20.8,3283
20.900000000000002,3247
21.0,3189
21.1,3152
21.200000000000003,3117
21.3,3080
21.400000000000002,3040
21.5,3003
21.6,2967
21.700000000000003,2922
21.8,2892
21.900000000000002,2842
22.0,2796
22.1,2754
22.200000000000003,2716
22.3,2694
22.400000000000002,2668
22.5,2625
22.6,2579
22.700000000000003,2547
22.8,2515
22.900000000000002,2480
23.0,2447
23.1,2412
23.200000000000003,2380
23.3,2339
23.400000000000002,2302
23.5,2275
23.6,2246
23.700000000000003,2215
23.8,2183
23.900000000000002,2146
24.0,2122
24.1,2084
24.200000000000003,2066
24.3,2042
24.400000000000002,2018
24.5,1996
24.6,1974
24.700000000000003,1958
24.8,1924
24.900000000000002,1894
25.0,1855
25.1,1838
25.200000000000003,1813
25.3,1791
25.400000000000002,1767
25.5,1751
25.6,1733
25.700000000000003,1713
25.8,1695
25.900000000000002,1668
26.0,1641
26.1,1616
26.200000000000003,1600
26.3,1577
26.400000000000002,1555
26.5,1535
26.6,1515
26.700000000000003,1495
26.8,1480
26.900000000000002,1460
27.0,1435
27.1,1417
27.200000000000003,1401
27.3,1374
27.400000000000002,1363
27.5,1345
27.6,1332
27.700000000000003,1314
27.8,1297
27.900000000000002,1279
28.0,1270
28.1,1248
28.200000000000003,1235
28.3,1219
28.400000000000002,1198
28.5,1186
28.6,1170
28.700000000000003,1151
28.8,1131
28.900000000000002,1113
29.0,1103
29.1,1088
29.200000000000003,1078
29.3,1064
29.400000000000002,1045
29.5,1032
29.6,1016
29.700000000000003,1009
29.8,999
29.900000000000002,988
30.0,974
30.1,961
30.200000000000003,952
30.3,942
30.400000000000002,934
30.5,925
30.6,909
30.700000000000003,899
30.8,892
30.900000000000002,879
31.0,869
31.1,863
31.200000000000003,853
31.3,844
31.400000000000002,834
31.5,824
31.6,818
31.700000000000003,807
31.8,796
31.900000000000002,784
32.0,773
32.1,758
32.2,746
32.300000000000004,734
32.4,725
32.5,716
32.6,701
32.7,694
32.800000000000004,685
32.9,675
33.0,665
33.1,658
33.2,646
33.300000000000004,637
33.4,627
33.5,619
33.6,613
33.7,609
33.800000000000004,602
33.9,598
34.0,588
34.1,574
34.2,569
34.300000000000004,563
34.4,560
34.5,554
34.6,545
34.7,539
34.800000000000004,527
34.9,518
35.0,511
35.1,504
35.2,494
35.300000000000004,490
35.4,481
35.5,472
35.6,469
35.7,463
35.800000000000004,458
35.9,451
36.0,447
36.1,439
36.2,435
36.300000000000004,432
36.4,428
36.5,425
36.6,420
36.7,412
36.800000000000004,407
36.9,403
37.0,399
37.1,396
37.2,392
37.300000000000004,381
37.4,378
37.5,374
37.6,371
37.7,364
37.800000000000004,363
37.9,358
38.0,348
38.1,342
38.2,335
38.300000000000004,334
38.400000000000006,330
38.5,328
38.6,324
38.7,320
38.800000000000004,318
38.900000000000006,314
39.0,310
39.1,305
39.2,302
39.300000000000004,301
39.400000000000006,297
39.5,290
39.6,283
39.7,279
39.800000000000004,278
39.900000000000006,273
