time_years,nuclei_count
0.0,1000
0.1,990
0.2,973
0.30000000000000004,960
0.4,943
0.5,931
0.6000000000000001,921
0.7000000000000001,903
0.8,886
0.9,874
1.0,861
1.1,848
1.2000000000000002,834
1.3,824
1.4000000000000001,813
1.5,807
1.6,797
1.7000000000000002,787
1.8,781
1.9000000000000001,771
2.0,762
2.1,753
2.2,742
2.3000000000000003,732
2.4000000000000004,722
2.5,716
2.6,708
2.7,691
2.8000000000000003,682
2.9000000000000004,665
3.0,655
3.1,647
3.2,642
3.3000000000000003,627
3.4000000000000004,618
3.5,612
3.6,607
3.7,601
3.8000000000000003,592
3.9000000000000004,585
4.0,575
4.1000000000000005,567
4.2,566
4.3,560
4.4,553
4.5,547
4.6000000000000005,540
4.7,534
4.800000000000001,527
4.9,522
5.0,516
5.1000000000000005,506
5.2,500
5.300000000000001,496
5.4,490
5.5,485
5.6000000000000005,479
5.7,475
5.800000000000001,469
5.9,466
6.0,457
6.1000000000000005,452
6.2,438
6.300000000000001,438
6.4,432
6.5,424
6.6000000000000005,419
6.7,415
6.800000000000001,413
6.9,406
7.0,401
7.1000000000000005,397
7.2,392
7.300000000000001,388
7.4,386
7.5,382
7.6000000000000005,379
7.7,375
7.800000000000001,370
7.9,361
8.0,360
8.1,354
8.200000000000001,347
8.3,344
8.4,339
8.5,335
8.6,332
8.700000000000001,329
8.8,323
8.9,319
9.0,319
9.1,316
9.200000000000001,309
9.3,307
9.4,304
9.5,298
9.600000000000001,295
9.700000000000001,291
9.8,287
9.9,284
10.0,277
10.100000000000001,272
10.200000000000001,268
10.3,265
10.4,257
10.5,253
10.600000000000001,249
10.700000000000001,245
10.8,239
10.9,235
11.0,232
11.100000000000001,230
11.200000000000001,229
11.3,225
11.4,223
11.5,219
11.600000000000001,217
11.700000000000001,215
11.8,213
11.9,213
12.0,209
12.100000000000001,207
12.200000000000001,203
12.3,199
12.4,199
12.5,196
12.600000000000001,193
12.700000000000001,189
12.8,188
12.9,186
13.0,184
13.100000000000001,183
13.200000000000001,179
13.3,176
13.4,175
13.5,171
13.600000000000001,168
13.700000000000001,165
13.8,158
13.9,157
14.0,156
14.100000000000001,156
14.200000000000001,151
14.3,150
14.4,148
14.5,147
14.600000000000001,146
14.700000000000001,143
14.8,141
14.9,138
15.0,135
15.100000000000001,130
15.200000000000001,127
15.3,122
15.4,119
15.5,118
15.600000000000001,117
15.700000000000001,114
15.8,113
15.9,113
16.0,109
16.1,109
16.2,108
16.3,107
16.400000000000002,105
16.5,104
16.6,103
16.7,101
16.8,99
16.900000000000002,98
17.0,98
17.1,97
17.2,97
17.3,94
17.400000000000002,94
17.5,94
17.6,94
17.7,92
17.8,90
17.900000000000002,90
18.0,90
18.1,90
18.2,90
18.3,90
18.400000000000002,88
18.5,86
18.6,83
18.7,82
18.8,79
18.900000000000002,77
19.0,76
19.1,75
19.200000000000003,75
19.3,73
19.400000000000002,73
19.5,72
19.6,71
19.700000000000003,70
19.8,68
19.900000000000002,67
20.0,67
20.1,66
20.200000000000003,63
20.3,63
20.400000000000002,63
20.5,61
20.6,59
20.700000000000003,58
20.8,58
20.900000000000002,58
21.0,57
21.1,56
21.200000000000003,56
21.3,55
21.400000000000002,53
21.5,52
21.6,52
21.700000000000003,52
21.8,52
21.900000000000002,51
22.0,50
22.1,50
22.200000000000003,47
22.3,47
22.400000000000002,47
22.5,47
22.6,46
22.700000000000003,46
22.8,46
22.900000000000002,46
23.0,45
23.1,45
23.200000000000003,44
23.3,42
23.400000000000002,41
23.5,41
23.6,41
23.700000000000003,40
23.8,40
23.900000000000002,39
24.0,38
24.1,38
24.200000000000003,37
24.3,37
24.400000000000002,37
24.5,36
24.6,35
24.700000000000003,34
24.8,34
24.900000000000002,34
25.0,33
25.1,33
25.200000000000003,33
25.3,33
25.400000000000002,31
25.5,30
25.6,30
25.700000000000003,30
25.8,30
25.900000000000002,30
26.0,30
26.1,30
26.200000000000003,30
26.3,29
26.400000000000002,29
26.5,28
26.6,28
26.700000000000003,28
26.8,28
26.900000000000002,27
27.0,27
27.1,25
27.200000000000003,25
27.3,25
27.400000000000002,24
27.5,23
27.6,23
27.700000000000003,23
27.8,23
27.900000000000002,23
28.0,22
28.1,22
28.200000000000003,22
28.3,21
28.400000000000002,21
28.5,20
28.6,20
28.700000000000003,19
28.8,19
28.900000000000002,19
29.0,19
29.1,19
29.200000000000003,19
29.3,19
29.400000000000002,18
29.5,18
29.6,18
29.700000000000003,17
29.8,16
29.900000000000002,16
30.0,16
30.1,15
30.200000000000003,15
30.3,15
30.400000000000002,15
30.5,15
30.6,15
30.700000000000003,14
30.8,14
30.900000000000002,14
31.0,14
31.1,14
31.200000000000003,14
31.3,13
31.400000000000002,13
31.5,13
31.6,13
31.700000000000003,13
31.8,13
31.900000000000002,13
32.0,13
32.1,13
32.2,13
32.300000000000004,13
32.4,13
32.5,13
32.6,13
32.7,12
32.800000000000004,12
32.9,11
33.0,11
33.1,10
33.2,10
33.300000000000004,9
33.4,7
33.5,7
33.6,7
33.7,7
33.800000000000004,7
33.9,7
34.0,7
34.1,7
34.2,7
34.300000000000004,7
34.4,7
34.5,7
34.6,7
34.7,6
34.800000000000004,6
34.9,6
35.0,6
35.1,6
35.2,5
35.300000000000004,5
35.4,5
35.5,5
35.6,5
35.7,5
35.800000000000004,5
35.9,5
36.0,5
36.1,5
36.2,5
36.300000000000004,5
36.4,5
36.5,5
36.6,5
36.7,5
36.800000000000004,5
36.9,5
37.0,5
37.1,5
37.2,5
37.300000000000004,5
37.4,5
37.5,5
37.6,5
37.7,4
37.800000000000004,4
37.9,4
38.0,4
38.1,4
38.2,4
38.300000000000004,4
38.400000000000006,4
38.5,4
38.6,4
38.7,4
38.800000000000004,4
38.900000000000006,4
39.0,4
39.1,4
39.2,4
39.300000000000004,4
39.400000000000006,4
39.5,4
39.6,4
39.7,4
39.800000000000004,4
39.900000000000006,4
